조건별분석,,,,
[검색조건],,,,
,분류: 지상,,,
"		108",서울,2020-02-19,56.8,35
"		108",서울,2020-02-20,62.6,35
"		108",서울,2020-02-21,66.3,40
"		108",서울,2020-02-22,62,40
"		108",서울,2020-02-23,48.6,25
"		108",서울,2020-02-24,51.8,35
"		108",서울,2020-02-25,73.5,58
"		108",서울,2020-02-26,59.6,39
"		108",서울,2020-02-27,54,27
"		108",서울,2020-02-28,79.4,43
"		108",서울,2020-02-29,68.6,41
"		108",서울,2020-03-01,71.8,58
"		108",서울,2020-03-02,55.3,33
"		108",서울,2020-03-03,57,35
"		108",서울,2020-03-04,53.4,32
"		108",서울,2020-03-05,47.5,25
"		108",서울,2020-03-06,46.8,16
"		108",서울,2020-03-07,39.5,18
"		108",서울,2020-03-08,43.8,20
"		108",서울,2020-03-09,37.6,20
"		108",서울,2020-03-10,78.4,40
"		108",서울,2020-03-11,41.8,24
"		108",서울,2020-03-12,49.8,19
"		108",서울,2020-03-13,41,18
"		108",서울,2020-03-14,48.1,25
"		108",서울,2020-03-15,48.3,19
"		108",서울,2020-03-16,42.4,17
"		108",서울,2020-03-17,65.8,50
"		108",서울,2020-03-18,45.8,16
"		108",서울,2020-03-19,49,27
"		108",서울,2020-03-20,39.6,15
"		108",서울,2020-03-21,56.5,36
"		108",서울,2020-03-22,37.5,13
"		108",서울,2020-03-23,37.9,20
"		108",서울,2020-03-24,35,15
"		108",서울,2020-03-25,33.6,17
"		108",서울,2020-03-26,53.8,24
"		108",서울,2020-03-27,56.4,27
"		108",서울,2020-03-28,17.9,11
"		108",서울,2020-03-29,30.6,16
"		108",서울,2020-03-30,38.4,14
"		108",서울,2020-03-31,34.5,15
"		108",서울,2020-04-01,35.6,17
"		108",서울,2020-04-02,41.4,15
"		108",서울,2020-04-03,53.8,23
"		108",서울,2020-04-04,36.4,10
"		108",서울,2020-04-05,29.5,13
"		108",서울,2020-04-06,38.3,18
"		108",서울,2020-04-07,56.6,32
"		108",서울,2020-04-08,25.5,13
"		108",서울,2020-04-09,44.6,30
"		108",서울,2020-04-10,52.6,32
"		108",서울,2020-04-11,63.8,39
"		108",서울,2020-04-12,58.6,39
"		108",서울,2020-04-13,39.4,16
"		108",서울,2020-04-14,46.8,23
"		108",서울,2020-04-15,39.8,25
"		108",서울,2020-04-16,39.9,23
"		108",서울,2020-04-17,77.8,45
"		108",서울,2020-04-18,67.9,44
"		108",서울,2020-04-19,75.8,51
"		108",서울,2020-04-20,73,56
"		108",서울,2020-04-21,49,29
"		108",서울,2020-04-22,46.8,35
"		108",서울,2020-04-23,47.8,28
"		108",서울,2020-04-24,55.6,29
"		108",서울,2020-04-25,54.4,45
"		108",서울,2020-04-26,43.1,20
"		108",서울,2020-04-27,49.8,25
"		108",서울,2020-04-28,50,26
"		108",서울,2020-04-29,48.6,25
"		108",서울,2020-04-30,57.1,41
"		108",서울,2020-05-01,73.6,54
"		108",서울,2020-05-02,79.6,62
"		108",서울,2020-05-03,68.8,46
"		108",서울,2020-05-04,63.9,44
"		108",서울,2020-05-05,67.9,54
"		108",서울,2020-05-06,50,19
"		108",서울,2020-05-07,32.5,20
"		108",서울,2020-05-08,32.8,11
"		108",서울,2020-05-09,94.4,76
"		108",서울,2020-05-10,88.6,78
"		108",서울,2020-05-11,61,27
"		108",서울,2020-05-12,69.4,47
"		108",서울,2020-05-13,47.3,24
"		108",서울,2020-05-14,35.4,20
"		108",서울,2020-05-15,81.4,34
"		108",서울,2020-05-16,90.3,74
"		108",서울,2020-05-17,80.1,58
"		108",서울,2020-05-18,79.4,46
"		108",서울,2020-05-19,73.6,52
"		108",서울,2020-05-20,60.4,46
"		108",서울,2020-05-21,56.1,40
"		108",서울,2020-05-22,68.5,55
"		108",서울,2020-05-23,66.1,44
"		108",서울,2020-05-24,84.8,70
"		108",서울,2020-05-25,81,62
"		108",서울,2020-05-26,81.9,47
"		108",서울,2020-05-27,68.5,31
"		108",서울,2020-05-28,62.8,38
"		108",서울,2020-05-29,65.6,38
"		108",서울,2020-05-30,57.3,29
"		108",서울,2020-05-31,63,39
"		108",서울,2020-06-01,64.3,37
"		108",서울,2020-06-02,71,43
"		108",서울,2020-06-03,73.3,47
"		108",서울,2020-06-04,81.1,57
"		108",서울,2020-06-05,69.4,45
"		108",서울,2020-06-06,63.6,38
"		108",서울,2020-06-07,69.4,44
"		108",서울,2020-06-08,63.6,40
"		108",서울,2020-06-09,51.6,34
"		108",서울,2020-06-10,63.8,41
"		108",서울,2020-06-11,68.3,38
"		108",서울,2020-06-12,68.6,49
"		108",서울,2020-06-13,52.8,27
"		108",서울,2020-06-14,70.6,41
"		108",서울,2020-06-15,62.3,31
"		108",서울,2020-06-16,63,37
"		108",서울,2020-06-17,58.6,37
"		108",서울,2020-06-18,61.4,47
"		108",서울,2020-06-19,61.4,45
"		108",서울,2020-06-20,62.6,48
"		108",서울,2020-06-21,59.5,39
"		108",서울,2020-06-22,50.5,26
"		108",서울,2020-06-23,53.5,42
"		108",서울,2020-06-24,83.5,55
"		108",서울,2020-06-25,91,79
"		108",서울,2020-06-26,82.1,63
"		108",서울,2020-06-27,70.4,52
"		108",서울,2020-06-28,70.5,49
"		108",서울,2020-06-29,77,64
"		108",서울,2020-06-30,83,63
"		108",서울,2020-07-01,79.3,67
"		108",서울,2020-07-02,74.5,51
"		108",서울,2020-07-03,63.5,34
"		108",서울,2020-07-04,63.9,39
"		108",서울,2020-07-05,68.6,52
"		108",서울,2020-07-06,66.6,46
"		108",서울,2020-07-07,75.5,59
"		108",서울,2020-07-08,71.9,52
"		108",서울,2020-07-09,64.6,38
"		108",서울,2020-07-10,75,60
"		108",서울,2020-07-11,62.6,49
"		108",서울,2020-07-12,71.9,58
"		108",서울,2020-07-13,94.8,86
"		108",서울,2020-07-14,79.4,62
"		108",서울,2020-07-15,63.1,40
"		108",서울,2020-07-16,70.9,55
"		108",서울,2020-07-17,72,52
"		108",서울,2020-07-18,71.6,54
"		108",서울,2020-07-19,81.6,62
"		108",서울,2020-07-20,86.3,77
"		108",서울,2020-07-21,77,51
"		108",서울,2020-07-22,89.3,81
"		108",서울,2020-07-23,95.5,89
"		108",서울,2020-07-24,74.3,61
"		108",서울,2020-07-25,69.3,56
"		108",서울,2020-07-26,69.3,56
"		108",서울,2020-07-27,86.4,80
"		108",서울,2020-07-28,84.8,71
"		108",서울,2020-07-29,95.8,89
"		108",서울,2020-07-30,85.5,68
"		108",서울,2020-07-31,81.9,69
"		108",서울,2020-08-01,90.9,82
"		108",서울,2020-08-02,96.3,90
"		108",서울,2020-08-03,96.3,89
"		108",서울,2020-08-04,89.3,77
"		108",서울,2020-08-05,92.1,81
"		108",서울,2020-08-06,92.8,83
"		108",서울,2020-08-07,85.3,71
"		108",서울,2020-08-08,89.5,77
"		108",서울,2020-08-09,95.4,89
"		108",서울,2020-08-10,91.6,78
"		108",서울,2020-08-11,92.5,79
"		108",서울,2020-08-12,83.9,68
"		108",서울,2020-08-13,82.4,74
"		108",서울,2020-08-14,86.1,81
"		108",서울,2020-08-15,96,92
"		108",서울,2020-08-16,82.6,66
"		108",서울,2020-08-17,77.9,61
"		108",서울,2020-08-18,76.3,56
"		108",서울,2020-08-19,76.8,61
"		108",서울,2020-08-20,76,58
"		108",서울,2020-08-21,83.1,75
"		108",서울,2020-08-22,87.4,78
"		108",서울,2020-08-23,78.4,59
"		108",서울,2020-08-24,71.6,54
"		108",서울,2020-08-25,69.5,49
"		108",서울,2020-08-26,68.3,53
"		108",서울,2020-08-27,84.6,70
"		108",서울,2020-08-28,89.1,77
"		108",서울,2020-08-29,90.1,77
"		108",서울,2020-08-30,88.8,74
"		108",서울,2020-08-31,77.9,67
"		108",서울,2020-09-01,72.4,62
"		108",서울,2020-09-02,91.3,79
"		108",서울,2020-09-03,82,63
"		108",서울,2020-09-04,63.9,39
"		108",서울,2020-09-05,66.6,53
"		108",서울,2020-09-06,80,62
"		108",서울,2020-09-07,93.5,84
"		108",서울,2020-09-08,71.5,50
"		108",서울,2020-09-09,83.4,65
"		108",서울,2020-09-10,75.8,49
"		108",서울,2020-09-11,72.6,47
"		108",서울,2020-09-12,83.8,74
"		108",서울,2020-09-13,70.4,52
"		108",서울,2020-09-14,79.3,62
"		108",서울,2020-09-15,76.4,50
"		108",서울,2020-09-16,79.9,70
"		108",서울,2020-09-17,70.3,47
"		108",서울,2020-09-18,62,35
"		108",서울,2020-09-19,59.3,27
"		108",서울,2020-09-20,57.6,33
"		108",서울,2020-09-21,56.1,33
"		108",서울,2020-09-22,55.3,35
"		108",서울,2020-09-23,59.9,50
"		108",서울,2020-09-24,59.6,49
"		108",서울,2020-09-25,64.1,49
"		108",서울,2020-09-26,62.5,45
"		108",서울,2020-09-27,63.3,43
"		108",서울,2020-09-28,66,40
"		108",서울,2020-09-29,67.6,43
"		108",서울,2020-09-30,78,48
"		108",서울,2020-10-01,74.9,58
"		108",서울,2020-10-02,79.6,63
"		108",서울,2020-10-03,72.5,46
"		108",서울,2020-10-04,65.1,42
"		108",서울,2020-10-05,57.3,40
"		108",서울,2020-10-06,55.9,34
"		108",서울,2020-10-07,48.9,24
"		108",서울,2020-10-08,53,35
"		108",서울,2020-10-09,53.4,42
"		108",서울,2020-10-10,60.1,41
"		108",서울,2020-10-11,68.5,52
"		108",서울,2020-10-12,68.6,48
"		108",서울,2020-10-13,52.3,30
"		108",서울,2020-10-14,47,20
"		108",서울,2020-10-15,41.8,27
"		108",서울,2020-10-16,64.3,48
"		108",서울,2020-10-17,64.3,26
"		108",서울,2020-10-18,65.5,40
"		108",서울,2020-10-19,74.4,38
"		108",서울,2020-10-20,67.1,38
"		108",서울,2020-10-21,69.4,58
"		108",서울,2020-10-22,66,40
"		108",서울,2020-10-23,51.5,34
"		108",서울,2020-10-24,47.6,27
"		108",서울,2020-10-25,62.5,29
"		108",서울,2020-10-26,71.6,42
"		108",서울,2020-10-27,74.1,39
"		108",서울,2020-10-28,52.1,23
"		108",서울,2020-10-29,40.3,24
"		108",서울,2020-10-30,42.9,22
"		108",서울,2020-10-31,60.3,51
"		108",서울,2020-11-01,84.3,56
"		108",서울,2020-11-02,58.3,24
"		108",서울,2020-11-03,47.5,33
"		108",서울,2020-11-04,43.9,20
"		108",서울,2020-11-05,61.5,41
"		108",서울,2020-11-06,63.3,49
"		108",서울,2020-11-07,68.8,38
"		108",서울,2020-11-08,43.8,18
"		108",서울,2020-11-09,40.9,23
"		108",서울,2020-11-10,56.1,34
"		108",서울,2020-11-11,53.5,31
"		108",서울,2020-11-12,56.9,30
"		108",서울,2020-11-13,71.5,44
"		108",서울,2020-11-14,66.9,38
"		108",서울,2020-11-15,75,61
"		108",서울,2020-11-16,70.1,45
"		108",서울,2020-11-17,67.5,52
"		108",서울,2020-11-18,91.4,77
"		108",서울,2020-11-19,90.5,78
"		108",서울,2020-11-20,74.3,68
"		108",서울,2020-11-21,67.9,48
"		108",서울,2020-11-22,80.5,66
"		108",서울,2020-11-23,61.4,36
"		108",서울,2020-11-24,54.5,39
"		108",서울,2020-11-25,64.1,45
"		108",서울,2020-11-26,66.5,42
"		108",서울,2020-11-27,61.6,44
"		108",서울,2020-11-28,50,30
"		108",서울,2020-11-29,59.6,52
"		108",서울,2020-11-30,57.8,38
"		108",서울,2020-12-01,44.5,24
"		108",서울,2020-12-02,41.4,25
"		108",서울,2020-12-03,47.1,36
"		108",서울,2020-12-04,53.8,30
"		108",서울,2020-12-05,63.1,51
"		108",서울,2020-12-06,66.9,46
"		108",서울,2020-12-07,57.5,37
"		108",서울,2020-12-08,50,28
"		108",서울,2020-12-09,55.1,35
"		108",서울,2020-12-10,69.9,57
"		108",서울,2020-12-11,77.1,57
"		108",서울,2020-12-12,51.3,32
"		108",서울,2020-12-13,74.9,52
"		108",서울,2020-12-14,49.1,31
"		108",서울,2020-12-15,43,28
"		108",서울,2020-12-16,43.9,29
"		108",서울,2020-12-17,47,24
"		108",서울,2020-12-18,57,34
"		108",서울,2020-12-19,45.1,26
"		108",서울,2020-12-20,50.4,29
"		108",서울,2020-12-21,64.1,40
"		108",서울,2020-12-22,67.6,42
"		108",서울,2020-12-23,76.6,62
"		108",서울,2020-12-24,61.5,35
"		108",서울,2020-12-25,51.9,34
"		108",서울,2020-12-26,65.8,49
"		108",서울,2020-12-27,62.9,48
"		108",서울,2020-12-28,72.1,45
"		108",서울,2020-12-29,70.8,40
"		108",서울,2020-12-30,55.5,41
"		108",서울,2020-12-31,53.9,42
"		108",서울,2021-01-01,64,50
"		108",서울,2021-01-02,38.5,29
"		108",서울,2021-01-03,45,28
"		108",서울,2021-01-04,51.4,38
"		108",서울,2021-01-05,52.8,30
"		108",서울,2021-01-06,54.6,24
"		108",서울,2021-01-07,49.9,35
"		108",서울,2021-01-08,44,35
"		108",서울,2021-01-09,46.3,35
"		108",서울,2021-01-10,54.4,37
"		108",서울,2021-01-11,62.1,50
"		108",서울,2021-01-12,79.5,61
"		108",서울,2021-01-13,80.3,63
"		108",서울,2021-01-14,46.5,26
"		108",서울,2021-01-15,67.4,42
"		108",서울,2021-01-16,59.3,34
"		108",서울,2021-01-17,58.5,29
"		108",서울,2021-01-18,64.3,30
"		108",서울,2021-01-19,37.9,19
"		108",서울,2021-01-20,37.8,24
"		108",서울,2021-01-21,64.4,36
"		108",서울,2021-01-22,92.9,89
"		108",서울,2021-01-23,66,49
"		108",서울,2021-01-24,63.9,43
"		108",서울,2021-01-25,62,37
"		108",서울,2021-01-26,80.4,64
"		108",서울,2021-01-27,47.6,20
"		108",서울,2021-01-28,52.3,35
"		108",서울,2021-01-29,40,29
"		108",서울,2021-01-30,60,39
"		108",서울,2021-01-31,57,35
"		108",서울,2021-02-01,74.5,45
"		108",서울,2021-02-02,44.1,28
"		108",서울,2021-02-03,64.6,43
"		108",서울,2021-02-04,50.1,29
"		108",서울,2021-02-05,71.8,60
"		108",서울,2021-02-06,80.4,72
"		108",서울,2021-02-07,67,29
"		108",서울,2021-02-08,43.6,29
"		108",서울,2021-02-09,51.9,28
"		108",서울,2021-02-10,75.1,63
"		108",서울,2021-02-11,71.5,47
"		108",서울,2021-02-12,60.6,29
"		108",서울,2021-02-13,50.6,24
"		108",서울,2021-02-14,47.6,31
"		108",서울,2021-02-15,65.1,36
"		108",서울,2021-02-16,57.9,32
"		108",서울,2021-02-17,44.1,32
"		108",서울,2021-02-18,44.9,34
"		108",서울,2021-02-19,66.9,49
"		108",서울,2021-02-20,60.4,25
"		108",서울,2021-02-21,66.6,47
"		108",서울,2021-02-22,58.3,25
"		108",서울,2021-02-23,34,21
"		108",서울,2021-02-24,33,20
"		108",서울,2021-02-25,35.1,25
"		108",서울,2021-02-26,35,18
"		108",서울,2021-02-27,48.6,32
"		108",서울,2021-02-28,49,38
"		108",서울,2021-03-01,91,44
"		108",서울,2021-03-02,75.9,45
"		108",서울,2021-03-03,64.4,36
"		108",서울,2021-03-04,62.4,48
"		108",서울,2021-03-05,70.3,44
"		108",서울,2021-03-06,69.5,49
"		108",서울,2021-03-07,62.9,37
"		108",서울,2021-03-08,60.3,32
"		108",서울,2021-03-09,58.5,31
"		108",서울,2021-03-10,61.8,28
"		108",서울,2021-03-11,50.8,22
"		108",서울,2021-03-12,57,39
"		108",서울,2021-03-13,62.8,42
"		108",서울,2021-03-14,71.4,48
"		108",서울,2021-03-15,68.8,40
"		108",서울,2021-03-16,52.5,26
"		108",서울,2021-03-17,44.9,21
"		108",서울,2021-03-18,50.1,33
"		108",서울,2021-03-19,47.9,32
"		108",서울,2021-03-20,74.6,44
"		108",서울,2021-03-21,65.9,44
"		108",서울,2021-03-22,55.3,26
"		108",서울,2021-03-23,63.5,35
"		108",서울,2021-03-24,61.5,39
"		108",서울,2021-03-25,68.5,40
"		108",서울,2021-03-26,58.4,25
"		108",서울,2021-03-27,70.9,41
"		108",서울,2021-03-28,95.8,89
"		108",서울,2021-03-29,62.3,32
"		108",서울,2021-03-30,47.3,21
"		108",서울,2021-03-31,41,19
"		108",서울,2021-04-01,33,18
"		108",서울,2021-04-02,35.6,25
"		108",서울,2021-04-03,80.8,40
"		108",서울,2021-04-04,65.8,47
"		108",서울,2021-04-05,47.9,19
"		108",서울,2021-04-06,50.9,29
"		108",서울,2021-04-07,47.5,24
"		108",서울,2021-04-08,34,22
"		108",서울,2021-04-09,39.3,25
"		108",서울,2021-04-10,50,28
"		108",서울,2021-04-11,45.4,24
"		108",서울,2021-04-12,70.4,36
"		108",서울,2021-04-13,74,53
"		108",서울,2021-04-14,58.5,30
"		108",서울,2021-04-15,62.3,31
"		108",서울,2021-04-16,60,35
"		108",서울,2021-04-17,56.6,33
"		108",서울,2021-04-18,64.3,39
"		108",서울,2021-04-19,65.3,44
"		108",서울,2021-04-20,55.1,27
"		108",서울,2021-04-21,43.1,21
"		108",서울,2021-04-22,37.9,22
"		108",서울,2021-04-23,41.4,29
"		108",서울,2021-04-24,43,23
"		108",서울,2021-04-25,50,31
"		108",서울,2021-04-26,51.8,27
"		108",서울,2021-04-27,62.4,38
"		108",서울,2021-04-28,64.1,35
"		108",서울,2021-04-29,54.1,30
"		108",서울,2021-04-30,81.8,63
"		108",서울,2021-05-01,80.8,47
"		108",서울,2021-05-02,67.9,41
"		108",서울,2021-05-03,56.4,27
"		108",서울,2021-05-04,82.6,53
"		108",서울,2021-05-05,64.4,29
"		108",서울,2021-05-06,46.4,27
"		108",서울,2021-05-07,60.3,38
"		108",서울,2021-05-08,66.1,36
"		108",서울,2021-05-09,51.3,25
"		108",서울,2021-05-10,67.9,59
"		108",서울,2021-05-11,48.9,28
"		108",서울,2021-05-12,39.5,26
"		108",서울,2021-05-13,54.4,36
"		108",서울,2021-05-14,60.3,35
"		108",서울,2021-05-15,79.5,56
"		108",서울,2021-05-16,97.6,94
"		108",서울,2021-05-17,93,86
"		108",서울,2021-05-18,70.5,45
"		108",서울,2021-05-19,52.3,31
"		108",서울,2021-05-20,59.8,42
"		108",서울,2021-05-21,86.5,73
"		108",서울,2021-05-22,69.3,43
"		108",서울,2021-05-23,64.4,46
"		108",서울,2021-05-24,61,28
"		108",서울,2021-05-25,72.3,37
"		108",서울,2021-05-26,58.5,31
"		108",서울,2021-05-27,83,52
"		108",서울,2021-05-28,86,66
"		108",서울,2021-05-29,79.8,59
"		108",서울,2021-05-30,73,37
"		108",서울,2021-05-31,78.9,63
"		108",서울,2021-06-01,74.6,57
"		108",서울,2021-06-02,64.4,37
"		108",서울,2021-06-03,80.8,59
"		108",서울,2021-06-04,69.4,38
"		108",서울,2021-06-05,68.1,40
"		108",서울,2021-06-06,69.6,48
"		108",서울,2021-06-07,71.5,57
"		108",서울,2021-06-08,69.6,43
"		108",서울,2021-06-09,59.1,36
"		108",서울,2021-06-10,68.5,43
"		108",서울,2021-06-11,84.5,70
"		108",서울,2021-06-12,74.6,49
"		108",서울,2021-06-13,72.6,54
"		108",서울,2021-06-14,68.8,50
"		108",서울,2021-06-15,79.1,68
"		108",서울,2021-06-16,59.9,46
"		108",서울,2021-06-17,71.4,58
"		108",서울,2021-06-18,92.1,82
"		108",서울,2021-06-19,74,49
"		108",서울,2021-06-20,73.3,48
"		108",서울,2021-06-21,67,45
"		108",서울,2021-06-22,67.9,41
"		108",서울,2021-06-23,70.5,49
"		108",서울,2021-06-24,71.1,51
"		108",서울,2021-06-25,69,48
"		108",서울,2021-06-26,78.5,63
"		108",서울,2021-06-27,72.1,43
"		108",서울,2021-06-28,76.4,57
"		108",서울,2021-06-29,78.6,56
"		108",서울,2021-06-30,77.9,55
"		108",서울,2021-07-01,70.9,45
"		108",서울,2021-07-02,64.1,47
"		108",서울,2021-07-03,80,62
"		108",서울,2021-07-04,96.8,91
"		108",서울,2021-07-05,80.3,64
"		108",서울,2021-07-06,73.4,54
"		108",서울,2021-07-07,78.5,65
"		108",서울,2021-07-08,81.6,66
"		108",서울,2021-07-09,77.3,62
"		108",서울,2021-07-10,80.4,60
"		108",서울,2021-07-11,86.8,81
"		108",서울,2021-07-12,75.1,58
"		108",서울,2021-07-13,76.1,62
"		108",서울,2021-07-14,71.4,56
"		108",서울,2021-07-15,71.1,51
"		108",서울,2021-07-16,68.4,44
"		108",서울,2021-07-17,63.1,50
"		108",서울,2021-07-18,62.5,46
"		108",서울,2021-07-19,80.1,61
"		108",서울,2021-07-20,75.8,58
"		108",서울,2021-07-21,64,40
"		108",서울,2021-07-22,59.8,37
"		108",서울,2021-07-23,61.8,42
"		108",서울,2021-07-24,57.4,37
"		108",서울,2021-07-25,55.8,40
"		108",서울,2021-07-26,54.9,40
"		108",서울,2021-07-27,60.5,43
"		108",서울,2021-07-28,67.4,52
"		108",서울,2021-07-29,69.9,57
"		108",서울,2021-07-30,63.1,44
"		108",서울,2021-07-31,69.9,52
"		108",서울,2021-08-01,81.8,71
"		108",서울,2021-08-02,82.6,69
"		108",서울,2021-08-03,76.9,60
"		108",서울,2021-08-04,70.6,51
"		108",서울,2021-08-05,68.1,53
"		108",서울,2021-08-06,68.4,57
"		108",서울,2021-08-07,65,48
"		108",서울,2021-08-08,74.8,57
"		108",서울,2021-08-09,62.4,42
"		108",서울,2021-08-10,62.5,46
"		108",서울,2021-08-11,70.3,49
"		108",서울,2021-08-12,67.1,52
"		108",서울,2021-08-13,70.4,57
"		108",서울,2021-08-14,63.9,51
"		108",서울,2021-08-15,59.6,41
"		108",서울,2021-08-16,61.1,39
"		108",서울,2021-08-17,65,46
"		108",서울,2021-08-18,69.6,48
"		108",서울,2021-08-19,57.1,42
"		108",서울,2021-08-20,63.6,50
"		108",서울,2021-08-21,88.1,76
"		108",서울,2021-08-22,81.5,63
"		108",서울,2021-08-23,89.3,78
"		108",서울,2021-08-24,93.6,89
"		108",서울,2021-08-25,85.5,73
"		108",서울,2021-08-26,84.9,75
"		108",서울,2021-08-27,83.5,67
"		108",서울,2021-08-28,80.4,57
"		108",서울,2021-08-29,82.6,65
"		108",서울,2021-08-30,77.5,57
"		108",서울,2021-08-31,93.3,77
"		108",서울,2021-09-01,83.1,71
"		108",서울,2021-09-02,70.3,56
"		108",서울,2021-09-03,60.3,38
"		108",서울,2021-09-04,57,45
"		108",서울,2021-09-05,61.1,51
"		108",서울,2021-09-06,70.1,51
"		108",서울,2021-09-07,98.1,94
"		108",서울,2021-09-08,81.3,58
"		108",서울,2021-09-09,76.5,47
"		108",서울,2021-09-10,76,49
"		108",서울,2021-09-11,73.1,49
"		108",서울,2021-09-12,64.6,41
"		108",서울,2021-09-13,67.1,49
"		108",서울,2021-09-14,63.3,41
"		108",서울,2021-09-15,57.5,44
"		108",서울,2021-09-16,61.1,46
"		108",서울,2021-09-17,61.4,45
"		108",서울,2021-09-18,65.1,44
"		108",서울,2021-09-19,62.9,49
"		108",서울,2021-09-20,63.6,48
"		108",서울,2021-09-21,85.1,59
"		108",서울,2021-09-22,79,56
"		108",서울,2021-09-23,67.3,48
"		108",서울,2021-09-24,67.5,46
"		108",서울,2021-09-25,72.6,66
"		108",서울,2021-09-26,63,50
"		108",서울,2021-09-27,66,52
"		108",서울,2021-09-28,75.1,54
"		108",서울,2021-09-29,93.5,87
"		108",서울,2021-09-30,83.9,62
"		108",서울,2021-10-01,75.8,42
"		108",서울,2021-10-02,77.1,50
"		108",서울,2021-10-03,69.5,40
"		108",서울,2021-10-04,81,71
"		108",서울,2021-10-05,82.4,65
"		108",서울,2021-10-06,91.5,83
"		108",서울,2021-10-07,85.5,74
"		108",서울,2021-10-08,91.3,85
"		108",서울,2021-10-09,83.5,72
"		108",서울,2021-10-10,89,80
"		108",서울,2021-10-11,78.6,67
"		108",서울,2021-10-12,67.1,53
"		108",서울,2021-10-13,66.6,52
"		108",서울,2021-10-14,73.6,54
"		108",서울,2021-10-15,74.4,58
"		108",서울,2021-10-16,47.5,31
"		108",서울,2021-10-17,37.4,25
"		108",서울,2021-10-18,60.4,36
"		108",서울,2021-10-19,72.8,47
"		108",서울,2021-10-20,64.9,35
"		108",서울,2021-10-21,64.1,40
"		108",서울,2021-10-22,58.4,33
"		108",서울,2021-10-23,57.3,30
"		108",서울,2021-10-24,63.1,38
"		108",서울,2021-10-25,64.5,35
"		108",서울,2021-10-26,74.5,48
"		108",서울,2021-10-27,63.4,32
"		108",서울,2021-10-28,54.6,31
"		108",서울,2021-10-29,55.9,36
"		108",서울,2021-10-30,62.4,48
"		108",서울,2021-10-31,73.3,46
"		108",서울,2021-11-01,77.3,51
"		108",서울,2021-11-02,76.6,50
"		108",서울,2021-11-03,71.1,32
"		108",서울,2021-11-04,80.4,63
"		108",서울,2021-11-05,68.5,27
"		108",서울,2021-11-06,61.1,34
"		108",서울,2021-11-07,57.5,41
"		108",서울,2021-11-08,82.1,56
"		108",서울,2021-11-09,80.3,69
"		108",서울,2021-11-10,73.4,55
"		108",서울,2021-11-11,60.6,49
"		108",서울,2021-11-12,55.4,40
"		108",서울,2021-11-13,66.1,49
"		108",서울,2021-11-14,69.8,38
"		108",서울,2021-11-15,71.3,34
"		108",서울,2021-11-16,65.5,34
"		108",서울,2021-11-17,64.1,36
"		108",서울,2021-11-18,70.8,60
"		108",서울,2021-11-19,84.8,65
"		108",서울,2021-11-20,77,43
"		108",서울,2021-11-21,74.4,57
"		108",서울,2021-11-22,61.8,45
"		108",서울,2021-11-23,60.9,49
"		108",서울,2021-11-24,64.3,55
"		108",서울,2021-11-25,55,33
"		108",서울,2021-11-26,57.5,34
"		108",서울,2021-11-27,53,31
"		108",서울,2021-11-28,52.4,28
"		108",서울,2021-11-29,62,47
"		108",서울,2021-11-30,80.4,60
"		108",서울,2021-12-01,51.8,38
"		108",서울,2021-12-02,68.9,49
"		108",서울,2021-12-03,53.3,29
"		108",서울,2021-12-04,48.5,33
"		108",서울,2021-12-05,50.4,30
"		108",서울,2021-12-06,61.4,38
"		108",서울,2021-12-07,68.3,44
"		108",서울,2021-12-08,70,44
"		108",서울,2021-12-09,70.3,58
"		108",서울,2021-12-10,81.5,68
"		108",서울,2021-12-11,83.6,66
"		108",서울,2021-12-12,61.8,34
"		108",서울,2021-12-13,43.8,28
"		108",서울,2021-12-14,64.9,47
"		108",서울,2021-12-15,84.8,66
"		108",서울,2021-12-16,71.6,36
"		108",서울,2021-12-17,50.5,32
"		108",서울,2021-12-18,64.1,33
"		108",서울,2021-12-19,63.8,40
"		108",서울,2021-12-20,77.9,57
"		108",서울,2021-12-21,70.9,35
"		108",서울,2021-12-22,47.4,30
"		108",서울,2021-12-23,53.5,37
"		108",서울,2021-12-24,65.3,51
"		108",서울,2021-12-25,42.4,31
"		108",서울,2021-12-26,43.5,31
"		108",서울,2021-12-27,60.9,38
"		108",서울,2021-12-28,73.8,57
"		108",서울,2021-12-29,72.9,50
"		108",서울,2021-12-30,48.5,34
"		108",서울,2021-12-31,35.9,26
"		108",서울,2022-01-01,46.3,31
"		108",서울,2022-01-02,57.9,39
"		108",서울,2022-01-03,58.3,35
"		108",서울,2022-01-04,51.8,28
"		108",서울,2022-01-05,47.6,34
"		108",서울,2022-01-06,47.1,29
"		108",서울,2022-01-07,47.1,21
"		108",서울,2022-01-08,64.3,49
"		108",서울,2022-01-09,71.5,46
"		108",서울,2022-01-10,68.3,37
"		108",서울,2022-01-11,55.5,39
"		108",서울,2022-01-12,47.8,34
"		108",서울,2022-01-13,45.8,32
"		108",서울,2022-01-14,41.8,24
"		108",서울,2022-01-15,48.3,41
"		108",서울,2022-01-16,54.5,29
"		108",서울,2022-01-17,59.9,38
"		108",서울,2022-01-18,47.9,27
"		108",서울,2022-01-19,72.3,50
"		108",서울,2022-01-20,63.5,42
"		108",서울,2022-01-21,55.6,29
"		108",서울,2022-01-22,52.4,32
"		108",서울,2022-01-23,52.4,43
"		108",서울,2022-01-24,56,44
"		108",서울,2022-01-25,80,51
